Date,Close
2021-06-04,118.69746398925781
2021-06-07,119.13038635253906
2021-06-08,118.93897247314453
2021-06-09,119.41007995605469
2021-06-10,120.7584228515625
2021-06-11,120.51395416259766
2021-06-14,121.4417953491211
2021-06-15,120.42420196533203
2021-06-16,119.78247833251953
2021-06-17,120.74553680419922
2021-06-18,119.12641906738281
2021-06-21,120.8139877319336
2021-06-22,121.32772064208984
2021-06-23,121.12589263916016
2021-06-24,121.49584197998047
2021-06-25,121.5042724609375
2021-06-28,121.53154754638672
2021-06-29,121.27020263671875
2021-06-30,121.08870697021484
2021-07-01,121.4407958984375
2021-07-02,124.23074340820312
2021-07-06,125.15558624267578
2021-07-07,125.43726348876953
2021-07-08,124.01898956298828
2021-07-09,124.4896011352539
2021-07-12,125.93466186523438
2021-07-13,126.29764556884766
2021-07-14,127.18580627441406
2021-07-15,125.96389770507812
2021-07-16,125.92919921875
2021-07-19,123.55679321289062
2021-07-20,125.17491912841797
2021-07-21,126.50345611572266
2021-07-22,127.3687973022461
2021-07-23,131.9246368408203
2021-07-26,132.93629455566406
2021-07-27,130.81878662109375
2021-07-28,134.97842407226562
2021-07-29,134.66448974609375
2021-07-30,133.6221160888672
2021-08-02,133.7490692138672
2021-08-03,134.51821899414062
2021-08-04,134.01785278320312
2021-08-05,135.1345977783203
2021-08-06,134.6258087158203
2021-08-09,135.79067993164062
2021-08-10,135.68557739257812
2021-08-11,135.16188049316406
2021-08-12,136.0693817138672
2021-08-13,136.5985107421875
2021-08-16,137.1757354736328
2021-08-17,135.54124450683594
2021-08-18,134.3386993408203
2021-08-19,134.5677947998047
2021-08-20,136.30296325683594
2021-08-23,138.8935546875
2021-08-24,140.10354614257812
2021-08-25,140.9143524169922
2021-08-26,140.28109741210938
2021-08-27,142.82357788085938
2021-08-30,143.40525817871094
2021-08-31,143.5113525390625
2021-09-01,144.02513122558594
2021-09-02,142.11245727539062
2021-09-03,142.5612335205078
2021-09-07,143.09780883789062
2021-09-08,142.51312255859375
2021-09-09,142.3643798828125
2021-09-10,139.72120666503906
2021-09-13,141.165771484375
2021-09-14,141.37600708007812
2021-09-15,143.24557495117188
2021-09-16,142.43280029296875
2021-09-17,139.64584350585938
2021-09-20,137.58238220214844
2021-09-21,137.89332580566406
2021-09-22,139.13357543945312
2021-09-23,140.0584259033203
2021-09-24,141.0492401123047
2021-09-27,139.9156036376953
2021-09-28,134.71656799316406
2021-09-29,133.25216674804688
2021-09-30,132.58021545410156
2021-10-01,135.42372131347656
2021-10-04,132.56387329101562
2021-10-05,134.90798950195312
2021-10-06,136.43736267089844
2021-10-07,138.083740234375
2021-10-08,138.63966369628906
2021-10-11,137.77529907226562
2021-10-12,135.33053588867188
2021-10-13,136.45420837402344
2021-10-14,139.9939422607422
2021-10-15,140.2091522216797
2021-10-18,141.60763549804688
2021-10-19,142.06283569335938
2021-10-20,140.6068878173828
2021-10-21,140.72293090820312
2021-10-22,136.43882751464844
2021-10-25,136.3203125
2021-10-26,138.16656494140625
2021-10-27,145.01889038085938
2021-10-28,144.65342712402344
2021-10-29,146.8324432373047
2021-11-01,142.32073974609375
2021-11-02,144.2403564453125
2021-11-03,145.39630126953125
2021-11-04,147.05210876464844
2021-11-05,147.63182067871094
2021-11-08,147.8093719482422
2021-11-09,147.6977996826172
2021-11-10,144.69757080078125
2021-11-11,144.5716094970703
2021-11-12,147.45925903320312
2021-11-15,147.23509216308594
2021-11-16,146.663818359375
2021-11-17,146.83340454101562
2021-11-18,148.61024475097656
2021-11-19,147.70571899414062
2021-11-22,145.1027374267578
2021-11-23,144.58700561523438
2021-11-24,144.92222595214844
2021-11-26,141.01747131347656
2021-11-29,144.33755493164062
2021-11-30,140.73435974121094
2021-12-01,139.89527893066406
2021-12-02,141.79409790039062
2021-12-03,140.8374786376953
2021-12-06,141.9815216064453
2021-12-07,146.0623016357422
2021-12-08,146.9717559814453
2021-12-09,146.42825317382812
2021-12-10,146.7882843017578
2021-12-13,144.63113403320312
2021-12-14,142.72735595703125
2021-12-15,145.24058532714844
2021-12-16,143.26095581054688
2021-12-17,140.56326293945312
2021-12-20,140.44618225097656
2021-12-21,142.2964324951172
2021-12-22,145.21481323242188
2021-12-23,145.71218872070312
2021-12-27,146.69407653808594
2021-12-28,145.48455810546875
2021-12-29,145.4528350830078
2021-12-30,145.0020751953125
2021-12-31,143.6646270751953
2022-01-03,143.80296325683594
2022-01-04,143.2158203125
2022-01-05,136.6456298828125
2022-01-06,136.61834716796875
2022-01-07,135.89382934570312
2022-01-10,137.5327911376953
2022-01-11,138.59054565429688
2022-01-12,140.2711639404297
2022-01-13,137.4509735107422
2022-01-14,138.33712768554688
2022-01-18,134.8831787109375
2022-01-19,134.0089111328125
2022-01-20,132.2147674560547
2022-01-21,129.28297424316406
2022-01-24,129.7317657470703
2022-01-25,125.89448547363281
2022-01-26,128.17364501953125
2022-01-27,127.94752502441406
2022-01-28,132.25790405273438
2022-01-31,134.19436645507812
2022-02-01,136.5157012939453
2022-02-02,146.7868194580078
2022-02-03,141.9170379638672
2022-02-04,142.11839294433594
2022-02-07,138.05995178222656
2022-02-08,138.2563018798828
2022-02-09,140.43133544921875
2022-02-10,137.48370361328125
2022-02-11,133.1817626953125
2022-02-14,134.41506958007812
2022-02-15,135.4886932373047
2022-02-16,136.60891723632812
2022-02-17,131.45252990722656
2022-02-18,129.33404541015625
2022-02-22,128.74940490722656
2022-02-23,126.5421371459961
2022-02-24,131.60330200195312
2022-02-25,133.35731506347656
2022-02-28,133.94992065429688
2022-03-01,132.96255493164062
2022-03-02,133.46839904785156
2022-03-03,132.80189514160156
2022-03-04,130.82522583007812
2022-03-07,125.3425521850586
2022-03-08,126.0625991821289
2022-03-09,132.32632446289062
2022-03-10,131.34393310546875
2022-03-11,128.80592346191406
2022-03-14,124.91854858398438
2022-03-15,128.138916015625
2022-03-16,132.18797302246094
2022-03-17,132.74188232421875
2022-03-18,135.0096435546875
2022-03-21,134.98585510253906
2022-03-22,138.72145080566406
2022-03-23,137.1420135498047
2022-03-24,140.41151428222656
2022-03-25,140.51165771484375
2022-03-28,140.29595947265625
2022-03-29,141.3373565673828
2022-03-30,140.77500915527344
2022-03-31,137.9275360107422
2022-04-01,139.0016326904297
2022-04-04,141.7995147705078
2022-04-05,139.43853759765625
2022-04-06,135.42868041992188
2022-04-07,134.77459716796875
2022-04-08,132.19491577148438
2022-04-11,127.76750183105469
2022-04-12,126.66759490966797
2022-04-13,128.8292236328125
2022-04-14,125.69116973876953
2022-04-18,126.62991333007812
2022-04-19,128.94329833984375
2022-04-20,126.99041748046875
2022-04-21,123.79136657714844
2022-04-22,118.65481567382812
2022-04-25,122.06513214111328
2022-04-26,117.67740631103516
2022-04-27,113.35760498046875
2022-04-28,117.55094146728516
2022-04-29,113.17411804199219
2022-05-02,115.6273422241211
2022-05-03,116.37217712402344
2022-05-04,121.25880432128906
